RecipeID,CategoryID
3024639,2000001
3024640,2000009
3024641,2000001
3024642,2000001
3024643,2000006
3024644,2000001
3024645,2000009
3024646,2000001
3024647,2000001
3024648,2000013
3024649,2000006
3024650,2000001
3024651,2000008
3024652,2000004
3024653,2000005
3024654,2000001
3024655,2000005
3024656,2000001
3024657,2000008
3024658,2000005
3024659,2000001
3024660,2000010
3024661,2000002
3024662,2000016
3024663,2000004
3024664,2000001
3024665,2000001
3024666,2000001
3024667,2000002
3024668,2000009
3024669,2000001
3024670,2000009
3024671,2000001
3024672,2000001
3024673,2000010
3024674,2000008
3024675,2000001
3024676,2000004
3024677,2000005
3024678,2000006
3024679,2000016
3024680,2000016
3024681,2000001
3024682,2000010
3024683,2000001
3024684,2000001
3024685,2000012
3024686,2000001
3024687,2000001
3024688,2000001
3024689,2000004
3024690,2000001
3024691,2000004
3024692,2000014
3024693,2000001
3024694,2000008
3024695,2000008
3024696,2000009
3024697,2000009
3024698,2000001
3024699,2000001
3024700,2000001
3024701,2000008
3024702,2000001
3024703,2000001
3024704,2000009
3024705,2000001
3024706,2000004
3024707,2000001
3024708,2000001
3024709,2000001
3024710,2000001
3024711,2000016
3024712,2000016
3024713,2000004
3024714,2000001
3024715,2000009
3024716,2000001
3024717,2000001
3024718,2000001
3024719,2000001
3024720,2000001
3024721,2000001
3024722,2000010
3024723,2000009
3024724,2000001
3024725,2000010
3024726,2000001
3024727,2000008
3024728,2000001
3024729,2000001
3024730,2000008
3024731,2000001
3024732,2000009
3024733,2000016
3024734,2000002
3024735,2000001
3024736,2000008
3024737,2000008
3024738,2000001
3024739,2000004
3024740,2000010
3024741,2000001
3024742,2000001
3024743,2000001
3024744,2000001
3024745,2000001
3024746,2000001
3024747,2000001
3024748,2000001
3024749,2000008
3024750,2000008
3024751,2000013
3024752,2000001
3024753,2000004
3024754,2000012
3024755,2000002
3024756,2000001
3024757,2000001
3024758,2000001
3024759,2000013
3024760,2000009
3024761,2000013
3024762,2000013
3024763,2000004
3024764,2000016
3024765,2000013
3024766,2000004
3024767,2000013
3024768,2000004
3024769,2000013
3024770,2000013
3024771,2000013
3024772,2000013
3024773,2000009
3024774,2000009
3024775,2000013
3024776,2000008
3024777,2000001
3024778,2000001
3024779,2000006
3024780,2000006
3024781,2000008
3024782,2000001
3024783,2000013
3024784,2000001
3024785,2000001
3024786,2000012
3024787,2000009
3024788,2000009
3024789,2000001
3024790,2000001
3024791,2000001
3024792,2000006
3024793,2000001
3024794,2000009
3024795,2000016
3024796,2000002
3024797,2000001
3024798,2000001
3024799,2000006
3024800,2000016
3024801,2000005
3024802,2000001
3024803,2000001
3024804,2000001
3024805,2000001
3024806,2000009
3024807,2000009
3024808,2000008
3024809,2000016
3024810,2000008
3024811,2000013
3024812,2000008
3024813,2000013
3024814,2000009
3024815,2000009
3024816,2000005
3024817,2000009
3024818,2000001
3024819,2000001
3024820,2000006
3024821,2000001
3024822,2000001
3024823,2000009
3024824,2000001
3024825,2000001
3024826,2000009
3024827,2000009
3024828,2000008
3024829,2000001
3024830,2000001
3024831,2000001
3024832,2000009
3024833,2000004
3024834,2000013
3024835,2000001
3024836,2000001
3024837,2000001
3024838,2000010
3024839,2000010
3024840,2000008
3024841,2000001
3024842,2000012
3024843,2000002
3024844,2000001
3024845,2000002
3024846,2000001
3024847,2000008
3024848,2000001
3024849,2000008
3024850,2000001
3024851,2000001
3024852,2000012
3024853,2000010
3024854,2000009
3024855,2000012
3024856,2000001
3024857,2000006
3024858,2000001
3024859,2000001
3024860,2000010
3024861,2000006
3024862,2000001
3024863,2000016
3024864,2000010
3024865,2000001
3024866,2000001
3024867,2000004
3024868,2000001
3024869,2000001
3024870,2000001
3024871,2000004
3024872,2000001
3024873,2000013
3024874,2000001
3024875,2000008
3024876,2000001
3024877,2000001
3024878,2000001
3024879,2000008
3024880,2000016
3024881,2000002
3024882,2000009
3024883,2000008
3024884,2000004
3024885,2000008
3024886,2000006
3024887,2000008
3024888,2000008
3024889,2000009
3024890,2000008
3024891,2000008
3024892,2000008
3024893,2000009
3024894,2000009
3024895,2000008
3024896,2000008
3024897,2000008
3024898,2000008
3024899,2000008
3024900,2000008
3024901,2000008
3024902,2000008
3024903,2000008
3024904,2000008
3024905,2000009
3024906,2000008
3024907,2000008
3024908,2000008
3024909,2000008
3024910,2000008
3024911,2000009
3024912,2000008
3024913,2000015
3024914,2000006
3024915,2000004
3024916,2000001
3024917,2000012
3024918,2000001
3024919,2000006
3024920,2000008
3024921,2000001
3024922,2000001
3024923,2000009
3024924,2000012
3024925,2000002
3024926,2000009
3024927,2000001
3024928,2000010
3024929,2000004
3024930,2000001
3024931,2000008
3024932,2000001
3024933,2000002
3024934,2000002
3024935,2000008
3024936,2000001
3024937,2000004
3024938,2000009
3024939,2000008
3024940,2000001
3024941,2000009
3024942,2000006
3024943,2000001
3024944,2000001
3024945,2000002
3024946,2000006
3024947,2000006
3024948,2000006
3024949,2000001
3024950,2000001
3024951,2000001
3024952,2000005
3024953,2000015
3024954,2000014
3024955,2000016
3024956,2000001
3024957,2000003
3024958,2000001
3024959,2000010
3024960,2000001
3024961,2000001
3024962,2000009
3024963,2000001
3024964,2000012
3024965,2000004
3024966,2000008
3024967,2000001
3024968,2000008
3024969,2000002
3024970,2000002
3024971,2000002
3024972,2000002
3024973,2000016
3024974,2000009
3024975,2000002
3024976,2000006
3024977,2000001
3024978,2000016
3024979,2000016
3024980,2000009
3024981,2000016
3024982,2000001
3024983,2000013
3024984,2000006
3024985,2000012
3024986,2000001
3024987,2000001
3024988,2000008
3024989,2000009
3024990,2000004
3024991,2000001
3024992,2000001
3024993,2000001
3024994,2000012
3024995,2000001
3024996,2000008
3024997,2000004
3024998,2000006
3024999,2000001
3025000,2000001
3025001,2000001
3025002,2000002
3025003,2000002
3025004,2000001
3025005,2000009
3025006,2000001
3025007,2000013
3025008,2000001
3025009,2000001
3025010,2000009
3025011,2000004
3025012,2000016
3025013,2000001
3025014,2000004
3025015,2000005
3025016,2000002
3025017,2000001
3025018,2000008
3025019,2000001
3025020,2000001
3025021,2000001
3025022,2000001
3025023,2000009
3025024,2000001
3025025,2000001
3025026,2000001
3025027,2000001
3025028,2000009
3025029,2000001
3025030,2000012
3025031,2000002
3025032,2000001
3025033,2000008
3025034,2000001
3025035,2000001
3025036,2000001
3025037,2000012
3025038,2000002
3025039,2000009
3025040,2000001
3025041,2000012
3025042,2000016
3025043,2000001
3025044,2000001
3025045,2000001
3025046,2000001
3025047,2000001
3025048,2000001
3025049,2000010
3025050,2000001
3025051,2000001
3025052,2000016
3025053,2000001
3025054,2000008
3025055,2000006
3025056,2000001
3025057,2000001
3025058,2000004
3025059,2000001
3025060,2000004
3025061,2000001
3025062,2000010
3025063,2000001
3025064,2000010
3025065,2000009
3025066,2000015
3025067,2000006
3025068,2000010
3025069,2000009
3025070,2000002
3025071,2000002
3025072,2000008
3025073,2000001
3025074,2000006
3025075,2000001
3025076,2000008
3025077,2000001
3025078,2000001
3025079,2000015
3025080,2000006
3025081,2000016
3025082,2000009
3025083,2000006
3025084,2000001
3025085,2000001
3025086,2000001
3025087,2000009
3025088,2000001
3025089,2000006
3025090,2000001
3025091,2000008
3025092,2000001
3025093,2000008
3025094,2000001
3025095,2000001
3025096,2000001
3025097,2000001
3025098,2000008
3025099,2000005
3025100,2000001
3025101,2000005
3025102,2000005
3025103,2000001
3025104,2000001
3025105,2000001
3025106,2000001
3025107,2000001
3025108,2000009
3025109,2000001
3025110,2000014
3025111,2000001
3025112,2000001
3025113,2000016
3025114,2000009
3025115,2000001
3025116,2000001
3025117,2000001
3025118,2000010
3025119,2000010
3025120,2000009
3025121,2000002
3025122,2000001
3025123,2000001
3025124,2000001
3025125,2000001
3025126,2000008
3025127,2000007
3025128,2000001
3025129,2000014
3025130,2000001
3025131,2000010
3025132,2000001
3025133,2000001
3025134,2000008
3025135,2000008
3025136,2000006
3025137,2000006
3025138,2000001
3025139,2000010
3025140,2000013
3025141,2000013
3025142,2000014
3025143,2000010
3025144,2000010
3025145,2000001
3025146,2000005
3025147,2000007
3025148,2000001
3025149,2000004
3025150,2000001
3025151,2000001
3025152,2000001
3025153,2000001
3025154,2000015
3025155,2000001
3025156,2000006
3025157,2000016
3025158,2000001
3025159,2000001
3025160,2000014
3025161,2000008
3025162,2000016
3025163,2000006
3025164,2000001
3025165,2000008
3025166,2000001
3025167,2000006
3025168,2000001
3025169,2000001
3025170,2000009
3025171,2000001
3025172,2000001
3025173,2000001
3025174,2000001
3025175,2000001
3025176,2000001
3025177,2000001
3025178,2000013
3025179,2000001
3025180,2000001
3025181,2000001
3025182,2000010
3025183,2000009
3025184,2000001
3025185,2000001
3025186,2000015
3025187,2000001
3025188,2000006
3025189,2000012
3025190,2000001
3025191,2000009
3025192,2000001
3025193,2000001
3025194,2000001
3025195,2000001
3025196,2000001
3025197,2000001
3025198,2000010
3025199,2000004
3025200,2000007
3025201,2000001
3025202,2000001
3025203,2000001
3025204,2000001
3025205,2000009
3025206,2000010
3025207,2000001
3025208,2000001
3025209,2000012
3025210,2000002
3025211,2000001
3025212,2000008
3025213,2000008
3025214,2000001
3025215,2000016
3025216,2000001
3025217,2000001
3025218,2000001
3025219,2000008
3025220,2000001
3025221,2000012
3025222,2000001
3025223,2000012
3025224,2000016
3025225,2000001
3025226,2000001
3025227,2000001
3025228,2000012
3025229,2000001
3025230,2000001
3025231,2000001
3025232,2000001
3025233,2000009
3025234,2000010
3025235,2000008
3025236,2000001
3025237,2000001
3025238,2000001
3025239,2000009
3025240,2000006
3025241,2000001
3025242,2000001
3025243,2000001
3025244,2000013
3025245,2000002
3025246,2000001
3025247,2000006
3025248,2000008
3025249,2000001
3025250,2000002
3025251,2000013
3025252,2000016
3025253,2000008
3025254,2000005
3025255,2000004
3025256,2000001
3025257,2000013
3025258,2000001
3025259,2000012
3025260,2000010
3025261,2000002
3025262,2000008
3025263,2000006
3025264,2000008
3025265,2000010
3025266,2000009
3025267,2000006
3025268,2000002
3025269,2000001
3025270,2000004
3025271,2000001
3025272,2000008
3025273,2000001
3025274,2000001
3025275,2000001
3025276,2000001
3025277,2000006
3025278,2000002
3025279,2000008
3025280,2000001
3025281,2000001
3025282,2000008
3025283,2000005
3025284,2000001
3025285,2000016
3025286,2000001
3025287,2000015
3025288,2000001
3025289,2000016
3025290,2000014
3025291,2000014
3025292,2000004
3025293,2000001
3025294,2000002
3025295,2000001
3025296,2000001
3025297,2000002
3025298,2000008
3025299,2000001
3025300,2000001
3025301,2000009
3025302,2000006
3025303,2000009
3025304,2000008
3025305,2000009
3025306,2000001
3025307,2000001
3025308,2000016
3025309,2000009
3025310,2000001
3025311,2000010
3025312,2000001
3025313,2000002
3025314,2000008
3025315,2000004
3025316,2000004
3025317,2000002
3025318,2000001
3025319,2000009
3025320,2000001
3025321,2000001
3025322,2000001
3025323,2000009
3025324,2000001
3025325,2000009
3025326,2000001
3025327,2000010
3025328,2000010
3025329,2000009
3025330,2000013
3025331,2000001
3025332,2000009
3025333,2000005
3025334,2000004
3025335,2000006
3025336,2000016
3025337,2000009
3025338,2000008
3025339,2000001
3025340,2000001
3025341,2000002
3025342,2000004
3025343,2000010
3025344,2000001
3025345,2000001
3025346,2000001
3025347,2000001
3025348,2000001
3025349,2000009
3025350,2000001
3025351,2000008
3025352,2000001
3025353,2000008
3025354,2000001
3025355,2000015
3025356,2000009
3025357,2000001
3025358,2000012
3025359,2000008
3025360,2000002
3025361,2000002
3025362,2000001
3025363,2000001
3025364,2000001
3025365,2000001
3025366,2000001
3025367,2000001
3025368,2000001
3025369,2000002
3025370,2000009
3025371,2000014
3025372,2000015
3025373,2000001
3025374,2000001
3025375,2000009
3025376,2000006
3025377,2000001
3025378,2000001
3025379,2000001
3025380,2000001
3025381,2000007
3025382,2000013
3025383,2000001
3025384,2000001
3025385,2000001
3025386,2000001
3025387,2000001
3025388,2000001
3025389,2000001
3025390,2000001
3025391,2000009
3025392,2000010
3025393,2000001
3025394,2000001
3025395,2000002
3025396,2000006
3025397,2000009
3025398,2000005
3025399,2000002
3025400,2000005
3025401,2000003
3025402,2000001
3025403,2000001
3025404,2000001
3025405,2000001
3025406,2000009
3025407,2000001
3025408,2000001
3025409,2000001
3025410,2000008
3025411,2000001
3025412,2000001
3025413,2000001
3025414,2000001
3025415,2000001
3025416,2000002
3025417,2000001
3025418,2000001
3025419,2000009
3025420,2000001
3025421,2000001
3025422,2000001
3025423,2000004
3025424,2000006
3025425,2000001
3025426,2000006
3025427,2000012
3025428,2000002
3025429,2000008
3025430,2000001
3025431,2000001
3025432,2000001
3025433,2000001
3025434,2000004
3025435,2000012
3025436,2000001
3025437,2000002
3025438,2000006
3025439,2000002
3025440,2000001
3025441,2000008
3025442,2000004
3025443,2000014
3025444,2000001
3025445,2000001
3025446,2000002
3025447,2000009
3025448,2000001
3025449,2000001
3025450,2000008
3025451,2000001
3025452,2000001
3025453,2000001
3025454,2000009
3025455,2000001
3025456,2000001
3025457,2000009
3025458,2000010
3025459,2000001
3025460,2000001
3025461,2000001
3025462,2000001
3025463,2000009
3025464,2000001
3025465,2000001
3025466,2000001
3025467,2000010
3025468,2000001
3025469,2000001
3025470,2000001
3025471,2000008
3025472,2000003
3025473,2000009
3025474,2000016
3025475,2000009
3025476,2000016
3025477,2000009
3025478,2000009
3025479,2000016
3025480,2000009
3025481,2000005
3025482,2000016
3025483,2000001
3025484,2000001
3025485,2000002
3025486,2000001
3025487,2000001
3025488,2000001
3025489,2000001
3025490,2000009
3025491,2000001
3025492,2000009
3025493,2000010
3025494,2000001
3025495,2000001
3025496,2000006
3025497,2000010
3025498,2000013
3025499,2000001
3025500,2000001
3025501,2000008
3025502,2000001
3025503,2000001
3025504,2000009
3025505,2000001
3025506,2000001
3025507,2000001
3025508,2000006
3025509,2000001
3025510,2000001
3025511,2000001
3025512,2000009
3025513,2000001
3025514,2000001
3025515,2000001
3025516,2000008
3025517,2000001
3025518,2000001
3025519,2000012
3025520,2000012
3025521,2000012
3025522,2000012
3025523,2000012
3025524,2000004
3025525,2000012
3025526,2000009
3025527,2000012
3025528,2000012
3025529,2000012
3025530,2000001
3025531,2000001
3025532,2000002
3025533,2000016
3025534,2000004
3025535,2000006
3025536,2000006
3025537,2000010
3025538,2000008
3025539,2000001
3025540,2000009
3025541,2000001
3025542,2000009
3025543,2000009
3025544,2000002
3025545,2000016
3025546,2000006
3025547,2000005
3025548,2000001
3025549,2000001
3025550,2000016
3025551,2000009
3025552,2000013
3025553,2000001
3025554,2000001
3025555,2000001
3025556,2000016
3025557,2000008
3025558,2000005
3025559,2000001
3025560,2000009
3025561,2000001
3025562,2000008
3025563,2000002
3025564,2000001
3025565,2000001
3025566,2000001
3025567,2000008
3025568,2000001
3025569,2000002
3025570,2000001
3025571,2000001
3025572,2000009
3025573,2000002
3025574,2000001
3025575,2000001
3025576,2000008
3025577,2000008
3025578,2000008
3025579,2000001
3025580,2000001
3025581,2000009
3025582,2000006
3025583,2000001
3025584,2000001
3025585,2000001
3025586,2000001
3025587,2000001
3025588,2000001
3025589,2000001
3025590,2000001
3025591,2000009
3025592,2000001
3025593,2000015
3025594,2000001
3025595,2000009
3025596,2000001
3025597,2000001
3025598,2000015
3025599,2000001
3025600,2000004
3025601,2000008
3025602,2000006
3025603,2000001
3025604,2000001
3025605,2000009
3025606,2000001
3025607,2000001
3025608,2000001
3025609,2000008
3025610,2000010
3025611,2000006
3025612,2000001
3025613,2000006
3025614,2000012
3025615,2000001
3025616,2000001
3025617,2000001
3025618,2000001
3025619,2000001
3025620,2000001
3025621,2000001
3025622,2000001
3025623,2000001
3025624,2000001
3025625,2000001
3025626,2000005
3025627,2000001
3025628,2000001
3025629,2000005
3025630,2000001
3025631,2000001
3025632,2000001
3025633,2000002
3025634,2000010
3025635,2000009
3025636,2000010
3025637,2000004
3025638,2000009
3025639,2000005
3025640,2000001
3025641,2000009
3025642,2000001
3025643,2000008
3025644,2000001
3025645,2000012
3025646,2000006
3025647,2000001
3025648,2000001
3025649,2000012
3025650,2000012
3025651,2000010
3025652,2000009
3025653,2000007
3025654,2000009
3025655,2000010
3025656,2000010
3025657,2000010
3025658,2000010
3025659,2000010
3025660,2000009
3025661,2000016
3025662,2000014
3025663,2000001
3025664,2000001
3025665,2000008
3025666,2000001
3025667,2000001
3025668,2000004
3025669,2000001
3025670,2000010
3025671,2000001
3025672,2000008
3025673,2000001
3025674,2000004
3025675,2000001
3025676,2000010
3025677,2000003
3025678,2000013
3025679,2000001
3025680,2000001
3025681,2000001
3025682,2000016
3025683,2000001
3025684,2000002
3025685,2000012
3025686,2000001
3025687,2000001
3025688,2000001
3025689,2000001
3025690,2000004
3025691,2000002
3025692,2000002
3025693,2000002
3025694,2000016
3025695,2000016
3025696,2000016
3025697,2000016
3025698,2000009
3025699,2000016
3025700,2000009
3025701,2000008
3025702,2000008
3025703,2000001
3025704,2000001
3025705,2000001
3025706,2000006
3025707,2000001
3025708,2000001
3025709,2000001
3025710,2000001
3025711,2000006
3025712,2000013
3025713,2000004
3025714,2000001
3025715,2000005
3025716,2000002
3025717,2000013
3025718,2000008
3025719,2000001
3025720,2000001
3025721,2000016
3025722,2000001
3025723,2000002
3025724,2000006
3025725,2000001
3025726,2000009
3025727,2000002
3025728,2000001
3025729,2000001
3025730,2000001
3025731,2000001
3025732,2000001
3025733,2000010
3025734,2000001
3025735,2000009
3025736,2000001
3025737,2000001
3025738,2000006
3025739,2000001
3025740,2000002
3025741,2000004
3025742,2000006
3025743,2000001
3025744,2000016
3025745,2000002
3025746,2000016
3025747,2000004
3025748,2000001
3025749,2000001
3025750,2000001
3025751,2000004
3025752,2000009
3025753,2000008
3025754,2000001
3025755,2000008
3025756,2000001
3025757,2000009
3025758,2000001
3025759,2000001
3025760,2000001
3025761,2000001
3025762,2000001
3025763,2000001
3025764,2000001
3025765,2000001
3025766,2000001
3025767,2000001
3025768,2000001
3025769,2000008
3025770,2000001
3025771,2000008
3025772,2000001
3025773,2000016
3025774,2000006
3025775,2000005
3025776,2000001
3025777,2000001
3025778,2000012
3025779,2000001
3025780,2000001
3025781,2000009
3025782,2000004
3025783,2000001
3025784,2000001
3025785,2000001
3025786,2000010
3025787,2000014
3025788,2000001
3025789,2000008
3025790,2000008
3025791,2000009
3025792,2000012
3025793,2000001
3025794,2000001
3025795,2000010
3025796,2000010
3025797,2000001
3025798,2000001
3025799,2000001
3025800,2000001
3025801,2000009
3025802,2000001
3025803,2000009
3025804,2000001
3025805,2000013
3025806,2000001
3025807,2000016
3025808,2000012
3025809,2000001
3025810,2000001
3025811,2000006
3025812,2000001
3025813,2000001
3025814,2000001
3025815,2000001
3025816,2000001
3025817,2000008
3025818,2000008
3025819,2000001
3025820,2000008
3025821,2000006
3025822,2000001
3025823,2000001
3025824,2000006
3025825,2000001
3025826,2000009
3025827,2000004
3025828,2000016
3025829,2000012
3025830,2000001
3025831,2000001
3025832,2000001
3025833,2000012
3025834,2000001
3025835,2000004
3025836,2000015
3025837,2000002
3025838,2000001
3025839,2000001
3025840,2000001
3025841,2000001
3025842,2000001
3025843,2000001
3025844,2000006
3025845,2000001
3025846,2000009
3025847,2000013
3025848,2000001
3025849,2000001
3025850,2000002
3025851,2000001
3025852,2000001
3025853,2000016
3025854,2000004
3025855,2000001
3025856,2000006
3025857,2000002
3025858,2000002
3025859,2000001
3025860,2000004
3025861,2000001
3025862,2000001
3025863,2000001
3025864,2000001
3025865,2000004
3025866,2000001
3025867,2000002
3025868,2000002
3025869,2000015
3025870,2000015
3025871,2000015
3025872,2000015
3025873,2000002
3025874,2000001
3025875,2000001
3025876,2000001
3025877,2000016
3025878,2000001
3025879,2000005
3025880,2000001
3025881,2000001
3025882,2000009
3025883,2000006
3025884,2000015
3025885,2000006
3025886,2000001
3025887,2000006
3025888,2000002
3025889,2000001
3025890,2000001
3025891,2000002
3025892,2000004
3025893,2000009
3025894,2000001
3025895,2000001
3025896,2000001
3025897,2000001
3025898,2000001
3025899,2000001
3025900,2000008
3025901,2000001
3025902,2000001
3025903,2000001
3025904,2000005
3025905,2000012
3025906,2000001
3025907,2000001
3025908,2000001
3025909,2000001
3025910,2000013
3025911,2000001
3025912,2000006
3025913,2000001
3025914,2000006
3025915,2000001
3025916,2000009
3025917,2000013
3025918,2000009
3025919,2000008
3025920,2000008
3025921,2000010
3025922,2000001
3025923,2000001
3025924,2000001
3025925,2000009
3025926,2000009
3025927,2000001
3025928,2000008
3025929,2000001
3025930,2000008
3025931,2000005
3025932,2000001
3025933,2000001
3025934,2000008
3025935,2000001
3025936,2000009
3025937,2000003
3025938,2000013
3025939,2000003
3025940,2000005
3025941,2000003
3025942,2000001
3025943,2000009
3025944,2000007
3025945,2000001
3025946,2000005
3025947,2000003
3025948,2000001
3025949,2000001
3025950,2000012
3025951,2000001
3025952,2000001
3025953,2000001
3025954,2000008
3025955,2000011
3025956,2000001
3025957,2000003
3025958,2000001
3025959,2000001
3025960,2000001
3025961,2000001
3025962,2000001
3025963,2000001
3025964,2000003
3025965,2000001
3025966,2000001
3025967,2000001
3025968,2000001
3025969,2000003
3025970,2000003
3025971,2000001
3025972,2000003
3025973,2000001
3025974,2000012
3025975,2000001
3025976,2000001
3025977,2000001
3025978,2000001
3025979,2000001
3025980,2000001
3025981,2000001
3025982,2000001
3025983,2000001
3025984,2000003
3025985,2000009
3025986,2000009
3025987,2000009
3025988,2000001
3025989,2000001
3025990,2000003
3025991,2000005
3025992,2000011
3025993,2000011
3025994,2000001
3025995,2000001
3025996,2000003
3025997,2000003
3025998,2000001
3025999,2000001
3026000,2000003
3026001,2000001
3026002,2000001
3026003,2000001
3026004,2000001
3026005,2000005
3026006,2000009
3026007,2000001
3026008,2000003
3026009,2000006
3026010,2000001
3026011,2000001
3026012,2000008
3026013,2000001
3026014,2000001
3026015,2000011
3026016,2000011
3026017,2000008
3026018,2000009
3026019,2000003
3026020,2000004
3026021,2000005
3026022,2000001
3026023,2000006
3026024,2000009
3026025,2000011
3026026,2000009
3026027,2000005
3026028,2000001
3026029,2000003
3026030,2000001
3026031,2000013
3026032,2000001
3026033,2000001
3026034,2000006
3026035,2000006
3026036,2000009
3026037,2000006
3026038,2000008
3026039,2000002
3026040,2000001
3026041,2000003
3026042,2000003
3026043,2000001
3026044,2000001
3026045,2000001
3026046,2000001
3026047,2000001
3026048,2000001
3026049,2000001
3026050,2000001
3026051,2000001
3026052,2000008
3026053,2000001
3026054,2000001
3026055,2000003
3026056,2000001
3026057,2000001
3026058,2000006
3026059,2000001
3026060,2000006
3026061,2000005
3026062,2000001
3026063,2000001
3026064,2000005
3026065,2000001
3026066,2000001
3026067,2000003
3026068,2000001
3026069,2000001
3026070,2000011
3026071,2000001
3026072,2000009
3026073,2000012
3026074,2000008
3026075,2000008
3026076,2000008
3026077,2000012
3026078,2000009
3026079,2000001
3026080,2000011
3026081,2000001
3026082,2000001
3026083,2000009
3026084,2000001
3026085,2000005
3026086,2000005
3026087,2000008
3026088,2000011
3026089,2000001
3026090,2000001
3026091,2000003
3026092,2000001
3026093,2000001
3026094,2000001
3026095,2000011
3026096,2000001
3026097,2000001
3026098,2000006
3026099,2000001
3026100,2000003
3026101,2000001
3026102,2000001
3026103,2000011
3026104,2000001
3026105,2000010
3026106,2000008
3026107,2000001
3026108,2000001
3026109,2000001
3026110,2000001
3026111,2000001
3026112,2000001
3026113,2000001
3026114,2000001
3026115,2000009
3026116,2000009
3026117,2000001
3026118,2000012
3026119,2000001
3026120,2000005
3026121,2000001
3026122,2000001
3026123,2000009
3026124,2000001
3026125,2000009
3026126,2000005
3026127,2000003
3026128,2000011
3026129,2000004
3026130,2000009
3026131,2000001
3026132,2000001
3026133,2000001
3026134,2000009
3026135,2000001
3026136,2000011
3026137,2000011
3026138,2000005
3026139,2000005
3026140,2000001
3026141,2000001
3026142,2000001
3026143,2000009
3026144,2000005
3026145,2000005
3026146,2000001
3026147,2000001
3026148,2000013
3026149,2000003
3026150,2000001
3026151,2000001
3026152,2000001
3026153,2000001
3026154,2000008
3026155,2000001
3026156,2000001
3026157,2000001
3026158,2000001
3026159,2000001
3026160,2000001
3026161,2000001
3026162,2000001
3026163,2000001
3026164,2000001
3026165,2000005
3026166,2000012
3026167,2000001
3026168,2000001
3026169,2000001
3026170,2000001
3026171,2000001
3026172,2000010
3026173,2000001
3026174,2000001
3026175,2000001
3026176,2000001
3026177,2000003
3026178,2000011
3026179,2000001
3026180,2000008
3026181,2000003
3026182,2000009
3026183,2000011
3026184,2000001
3026185,2000009
3026186,2000009
3026187,2000009
3026188,2000012
3026189,2000001
3026190,2000001
3026191,2000003
3026192,2000006
3026193,2000001
3026194,2000003
3026195,2000011
3026196,2000001
3026197,2000010
3026198,2000001
3026199,2000001
3026200,2000003
3026201,2000001
3026202,2000009
3026203,2000001
3026204,2000001
3026205,2000001
3026206,2000001
3026207,2000001
3026208,2000009
3026209,2000001
3026210,2000001
3026211,2000001
3026212,2000001
3026213,2000001
3026214,2000006
3026215,2000001
3026216,2000001
3026217,2000001
3026218,2000001
3026219,2000001
3026220,2000008
3026221,2000001
3026222,2000001
3026223,2000004
3026224,2000001
3026225,2000001
3026226,2000013
3026227,2000003
3026228,2000001
3026229,2000001
3026230,2000003
3026231,2000010
3026232,2000011
3026233,2000001
3026234,2000001
3026235,2000001
3026236,2000001
3026237,2000006
3026238,2000001
3026239,2000001
3026240,2000001
3026241,2000008
3026242,2000001
3026243,2000001
3026244,2000001
3026245,2000001
3026246,2000011
3026247,2000001
3026248,2000011
3026249,2000001
3026250,2000001
3026251,2000005
3026252,2000006
3026253,2000017
3026254,2000001
3026255,2000011
3026256,2000008
3026257,2000002
3026258,2000002
3026259,2000004
3026260,2000002
3026261,2000012
3026262,2000008
3026263,2000014
3026264,2000001
3026265,2000009
3026266,2000001
3026267,2000009
3026268,2000008
3026269,2000010
3026270,2000009
3026271,2000008
3026272,2000001
3026273,2000003
3026274,2000008
3026275,2000009
3026276,2000001
3026277,2000015
3026278,2000016
3026279,2000010
3026280,2000001
3026281,2000001
3026282,2000001
3026283,2000009
3026284,2000006
3026285,2000001
3026286,2000001
3026287,2000014
3026288,2000002
3026289,2000006
3026290,2000001
3026291,2000001
3026292,2000016
3026293,2000001
3026294,2000001
3026295,2000012
3026296,2000001
3026297,2000001
3026298,2000009
3026299,2000001
3026300,2000001
3026301,2000009
3026302,2000001
3026303,2000006
3026304,2000001
3026305,2000001
3026306,2000001
3026307,2000001
3026308,2000001
3026309,2000005
3026310,2000001
3026311,2000001
3026312,2000009
3026313,2000001
3026314,2000001
3026315,2000016
3026316,2000001
3026317,2000014
3026318,2000009
3026319,2000009
3026320,2000005
3026321,2000001
3026322,2000001
3026323,2000006
3026324,2000001
3026325,2000016
3026326,2000001
3026327,2000009
3026328,2000008
3026329,2000008
3026330,2000006
3026331,2000008
3026332,2000008
3026333,2000009
3026334,2000004
3026335,2000006
3026336,2000004
3026337,2000010
3026338,2000001
3026339,2000008
3026340,2000001
3026341,2000006
3026342,2000002
3026343,2000016
3026344,2000006
3026345,2000002
3026346,2000002
3026347,2000001
3026348,2000009
3026349,2000001
3026350,2000006
3026351,2000001
3026352,2000001
3026353,2000004
3026354,2000001
3026355,2000001
3026356,2000004
3026357,2000001
3026358,2000001
3026359,2000001
3026360,2000006
3026361,2000006
3026362,2000006
3026363,2000015
3026364,2000006
3026365,2000001
3026366,2000001
3026367,2000001
3026368,2000006
3026369,2000001
3026370,2000008
3026371,2000001
3026372,2000008
3026373,2000002
3026374,2000001
3026375,2000001
3026376,2000001
3026377,2000006
3026378,2000001
3026379,2000006
3026380,2000001
3026381,2000006
3026382,2000001
3026383,2000009
3026384,2000010
3026385,2000001
3026386,2000014
